LoadID,Date,Year,Month,MonthName,Quarter,DayType,Carrier,Dispatcher,Terminal,Origin,Destination,Route,DistanceMiles,LoadType,WeatherImpact,AppointmentType,DelayCause,Responsibility,ScheduledTransitHours,ActualTransitHours,DelayMinutes,DelayCategory,OperationalStatus,StrictOnTimeStatus,ServiceLevel
360,2024-12-01,2024,12,Dec,Q4,Weekend,NorthTrail,M. Clark,Winnipeg,Sioux Falls,Chicago,Sioux Falls to Chicago,1185,Dry,Snow,Strict,Traffic,Carrier,25.9,26.6,41,Minor,On-Time,Late,On-Time
2043,2024-12-01,2024,12,Dec,Q4,Weekend,NorthTrail,A. Smith,Des Moines,Grand Forks,Minneapolis,Grand Forks to Minneapolis,786,Reefer,Snow,Open,Traffic,Carrier,13.4,14.4,58,Minor,Late,Late,On-Time
1774,2024-12-01,2024,12,Dec,Q4,Weekend,NorthTrail,A. Smith,Fargo,Fargo,Kansas City,Fargo to Kansas City,331,Dry,Rain,Standard,Weather,External,6.4,6.6,14,On-Time,On-Time,On-Time,On-Time
1595,2024-12-01,2024,12,Dec,Q4,Weekend,NorthTrail,A. Smith,Winnipeg,Sioux Falls,Chicago,Sioux Falls to Chicago,598,Reefer,None,Strict,Breakdown,Carrier,12.7,13.2,33,Minor,On-Time,Late,On-Time
3111,2024-12-01,2024,12,Dec,Q4,Weekend,RoadBull,M. Clark,Winnipeg,Grand Forks,Winnipeg,Grand Forks to Winnipeg,1155,Dry,Snow,Standard,Traffic,External,20.9,21.2,21,On-Time,On-Time,Late,On-Time
1518,2024-12-01,2024,12,Dec,Q4,Weekend,FastFreight,J. Lee,Fargo,Sioux Falls,Winnipeg,Sioux Falls to Winnipeg,1010,Reefer,Snow,Standard,Dock Delay,Shipper/Receiver,20.2,20.2,0,On-Time,On-Time,On-Time,On-Time
3429,2024-12-01,2024,12,Dec,Q4,Weekend,NorthTrail,J. Lee,Minneapolis,Sioux Falls,Kansas City,Sioux Falls to Kansas City,452,Dry,High Wind,Strict,Dispatch/Planning,Carrier,8.2,9.4,75,Minor,Late,Late,On-Time
3512,2024-12-01,2024,12,Dec,Q4,Weekend,FastFreight,M. Clark,Winnipeg,Winnipeg,Kansas City,Winnipeg to Kansas City,660,Dry,Snow,Strict,Weather,External,11.8,13.0,70,Minor,Late,Late,On-Time
4276,2024-12-01,2024,12,Dec,Q4,Weekend,FastFreight,A. Smith,Winnipeg,Winnipeg,Omaha,Winnipeg to Omaha,372,Flatbed,Snow,Open,Traffic,Carrier,6.8,7.9,69,Minor,Late,Late,On-Time
3087,2024-12-02,2024,12,Dec,Q4,Weekday,NorthTrail,M. Clark,Fargo,Winnipeg,Kansas City,Winnipeg to Kansas City,914,Reefer,None,Standard,Traffic,Carrier,20.2,20.9,44,Minor,On-Time,Late,On-Time
1915,2024-12-02,2024,12,Dec,Q4,Weekday,SwiftLine,R. Davis,Winnipeg,Sioux Falls,Minneapolis,Sioux Falls to Minneapolis,995,Flatbed,None,Open,Dock Delay,Shipper/Receiver,20.9,22.3,84,Minor,Late,Late,At-Risk
3800,2024-12-02,2024,12,Dec,Q4,Weekday,FastFreight,A. Smith,Des Moines,Grand Forks,Chicago,Grand Forks to Chicago,282,Flatbed,Rain,Standard,Dispatch/Planning,Carrier,4.8,5.3,32,Minor,On-Time,Late,On-Time
2600,2024-12-02,2024,12,Dec,Q4,Weekday,SwiftLine,J. Lee,Winnipeg,Minneapolis,Winnipeg,Minneapolis to Winnipeg,768,Dry,Rain,Open,Traffic,Carrier,15.2,15.8,38,Minor,On-Time,Late,On-Time
4326,2024-12-02,2024,12,Dec,Q4,Weekday,RoadBull,M. Clark,Des Moines,Winnipeg,Minneapolis,Winnipeg to Minneapolis,336,Dry,None,Standard,Dock Delay,Shipper/Receiver,6.2,6.4,14,On-Time,On-Time,On-Time,On-Time
647,2024-12-02,2024,12,Dec,Q4,Weekday,RoadBull,A. Smith,Fargo,Fargo,Chicago,Fargo to Chicago,427,Dry,None,Standard,Weather,External,8.7,10.8,123,Moderate,Late,Late,Failure
4029,2024-12-02,2024,12,Dec,Q4,Weekday,NorthTrail,A. Smith,Minneapolis,Sioux Falls,Minneapolis,Sioux Falls to Minneapolis,1050,Reefer,Snow,Strict,Breakdown,Driver,17.5,18.1,39,Minor,On-Time,Late,On-Time
2684,2024-12-02,2024,12,Dec,Q4,Weekday,SwiftLine,R. Davis,Fargo,Minneapolis,Chicago,Minneapolis to Chicago,846,Dry,None,Open,High Wind Shutdown,External,16.7,25.7,541,Severe,Late,Late,Failure
3700,2024-12-03,2024,12,Dec,Q4,Weekday,RoadBull,J. Lee,Des Moines,Winnipeg,Kansas City,Winnipeg to Kansas City,1041,Flatbed,Snow,Open,Dock Delay,Shipper/Receiver,19.0,20.1,65,Minor,Late,Late,On-Time
3275,2024-12-03,2024,12,Dec,Q4,Weekday,NorthTrail,A. Smith,Fargo,Grand Forks,Chicago,Grand Forks to Chicago,529,Dry,Rain,Standard,Inspection,External,11.3,13.1,106,Moderate,Late,Late,Failure
185,2024-12-03,2024,12,Dec,Q4,Weekday,RoadBull,R. Davis,Winnipeg,Grand Forks,Chicago,Grand Forks to Chicago,839,Dry,High Wind,Standard,Breakdown,Carrier,15.2,17.8,154,Moderate,Late,Late,Failure
68,2024-12-03,2024,12,Dec,Q4,Weekday,NorthTrail,J. Lee,Minneapolis,Grand Forks,Minneapolis,Grand Forks to Minneapolis,456,Dry,None,Standard,Dispatch/Planning,Carrier,10.1,10.9,48,Minor,Late,Late,At-Risk
218,2024-12-03,2024,12,Dec,Q4,Weekday,NorthTrail,A. Smith,Fargo,Grand Forks,Kansas City,Grand Forks to Kansas City,711,Reefer,Snow,Strict,Traffic,Carrier,13.1,13.8,43,Minor,On-Time,Late,On-Time
3278,2024-12-03,2024,12,Dec,Q4,Weekday,RoadBull,R. Davis,Des Moines,Fargo,Minneapolis,Fargo to Minneapolis,1152,Dry,Snow,Open,Weather,External,24.4,26.7,140,Moderate,Late,Late,At-Risk
3823,2024-12-03,2024,12,Dec,Q4,Weekday,SwiftLine,J. Lee,Minneapolis,Winnipeg,Chicago,Winnipeg to Chicago,852,Dry,None,Standard,Dock Delay,Shipper/Receiver,15.9,16.9,59,Minor,Late,Late,At-Risk
1337,2024-12-03,2024,12,Dec,Q4,Weekday,NorthTrail,J. Lee,Minneapolis,Minneapolis,Omaha,Minneapolis to Omaha,628,Reefer,Rain,Standard,Weather,External,10.6,11.6,58,Minor,Late,Late,At-Risk
3167,2024-12-03,2024,12,Dec,Q4,Weekday,SwiftLine,J. Lee,Minneapolis,Winnipeg,Omaha,Winnipeg to Omaha,829,Reefer,Snow,Strict,Inspection,External,13.9,14.9,58,Minor,Late,Late,On-Time
2256,2024-12-03,2024,12,Dec,Q4,Weekday,SwiftLine,J. Lee,Fargo,Minneapolis,Omaha,Minneapolis to Omaha,295,Dry,Snow,Strict,Dock Delay,Shipper/Receiver,5.8,5.8,0,On-Time,On-Time,On-Time,On-Time
1847,2024-12-03,2024,12,Dec,Q4,Weekday,RoadBull,M. Clark,Fargo,Minneapolis,Chicago,Minneapolis to Chicago,775,Dry,None,Standard,Weather,External,15.0,15.1,7,On-Time,On-Time,On-Time,On-Time
2860,2024-12-04,2024,12,Dec,Q4,Weekday,RoadBull,J. Lee,Des Moines,Grand Forks,Minneapolis,Grand Forks to Minneapolis,1133,Dry,Snow,Strict,Inspection,External,20.7,21.1,26,On-Time,On-Time,Late,On-Time
3107,2024-12-04,2024,12,Dec,Q4,Weekday,FastFreight,J. Lee,Winnipeg,Fargo,Winnipeg,Fargo to Winnipeg,633,Reefer,None,Standard,Dispatch/Planning,Carrier,10.6,11.2,33,Minor,On-Time,Late,On-Time
1055,2024-12-04,2024,12,Dec,Q4,Weekday,NorthTrail,J. Lee,Des Moines,Grand Forks,Chicago,Grand Forks to Chicago,1187,Dry,Rain,Strict,Weather,External,20.1,20.3,13,On-Time,On-Time,On-Time,On-Time
4221,2024-12-04,2024,12,Dec,Q4,Weekday,FastFreight,M. Clark,Des Moines,Sioux Falls,Kansas City,Sioux Falls to Kansas City,338,Dry,None,Standard,Traffic,Carrier,6.2,6.2,0,On-Time,On-Time,On-Time,On-Time
3586,2024-12-04,2024,12,Dec,Q4,Weekday,FastFreight,A. Smith,Minneapolis,Grand Forks,Kansas City,Grand Forks to Kansas City,678,Dry,High Wind,Standard,Inspection,External,15.0,16.3,78,Minor,Late,Late,At-Risk
4574,2024-12-04,2024,12,Dec,Q4,Weekday,SwiftLine,A. Smith,Minneapolis,Grand Forks,Minneapolis,Grand Forks to Minneapolis,607,Dry,None,Strict,Dock Delay,Shipper/Receiver,12.4,13.0,35,Minor,On-Time,Late,On-Time
450,2024-12-04,2024,12,Dec,Q4,Weekday,NorthTrail,J. Lee,Winnipeg,Winnipeg,Omaha,Winnipeg to Omaha,1022,Reefer,Rain,Strict,Traffic,Carrier,19.8,20.3,29,On-Time,On-Time,Late,On-Time
3435,2024-12-04,2024,12,Dec,Q4,Weekday,RoadBull,J. Lee,Fargo,Grand Forks,Omaha,Grand Forks to Omaha,496,Dry,Snow,Open,Dispatch/Planning,Carrier,9.0,9.2,13,On-Time,On-Time,On-Time,On-Time
4948,2024-12-05,2024,12,Dec,Q4,Weekday,FastFreight,M. Clark,Des Moines,Minneapolis,Chicago,Minneapolis to Chicago,823,Flatbed,Snow,Strict,Traffic,Carrier,15.4,15.6,14,On-Time,On-Time,On-Time,On-Time
4586,2024-12-05,2024,12,Dec,Q4,Weekday,RoadBull,A. Smith,Fargo,Fargo,Chicago,Fargo to Chicago,329,Dry,Snow,Standard,Dock Delay,Shipper/Receiver,6.5,7.8,76,Minor,Late,Late,At-Risk
1124,2024-12-05,2024,12,Dec,Q4,Weekday,FastFreight,A. Smith,Minneapolis,Sioux Falls,Winnipeg,Sioux Falls to Winnipeg,886,Dry,Rain,Open,Dock Delay,Shipper/Receiver,15.6,16.1,31,Minor,On-Time,Late,On-Time
3533,2024-12-05,2024,12,Dec,Q4,Weekday,SwiftLine,M. Clark,Des Moines,Grand Forks,Minneapolis,Grand Forks to Minneapolis,1191,Dry,None,Strict,Dispatch/Planning,Carrier,22.2,22.3,8,On-Time,On-Time,On-Time,On-Time
3083,2024-12-05,2024,12,Dec,Q4,Weekday,RoadBull,M. Clark,Winnipeg,Fargo,Winnipeg,Fargo to Winnipeg,818,Flatbed,Rain,Strict,Traffic,Carrier,17.3,17.3,0,On-Time,On-Time,On-Time,On-Time
45,2024-12-05,2024,12,Dec,Q4,Weekday,NorthTrail,R. Davis,Minneapolis,Minneapolis,Omaha,Minneapolis to Omaha,571,Dry,None,Open,Traffic,Carrier,11.0,11.2,15,On-Time,On-Time,On-Time,On-Time
4299,2024-12-05,2024,12,Dec,Q4,Weekday,SwiftLine,R. Davis,Winnipeg,Sioux Falls,Chicago,Sioux Falls to Chicago,608,Dry,Snow,Strict,Dispatch/Planning,Carrier,11.8,12.1,15,On-Time,On-Time,On-Time,On-Time
3534,2024-12-05,2024,12,Dec,Q4,Weekday,SwiftLine,R. Davis,Fargo,Grand Forks,Omaha,Grand Forks to Omaha,662,Dry,Snow,Strict,Dock Delay,Shipper/Receiver,11.4,11.8,26,On-Time,On-Time,Late,On-Time
123,2024-12-05,2024,12,Dec,Q4,Weekday,FastFreight,J. Lee,Winnipeg,Minneapolis,Kansas City,Minneapolis to Kansas City,1150,Reefer,Snow,Strict,Inspection,External,20.7,21.4,45,Minor,On-Time,Late,On-Time
4707,2024-12-05,2024,12,Dec,Q4,Weekday,FastFreight,A. Smith,Fargo,Fargo,Minneapolis,Fargo to Minneapolis,458,Reefer,Snow,Standard,Weather,External,10.1,10.4,18,On-Time,On-Time,Late,On-Time
3645,2024-12-05,2024,12,Dec,Q4,Weekday,FastFreight,A. Smith,Winnipeg,Winnipeg,Omaha,Winnipeg to Omaha,807,Dry,High Wind,Open,Traffic,Carrier,15.1,15.8,43,Minor,On-Time,Late,On-Time
1521,2024-12-06,2024,12,Dec,Q4,Weekday,SwiftLine,M. Clark,Fargo,Winnipeg,Minneapolis,Winnipeg to Minneapolis,348,Reefer,Snow,Standard,Traffic,Carrier,5.8,6.0,13,On-Time,On-Time,On-Time,On-Time
347,2024-12-06,2024,12,Dec,Q4,Weekday,FastFreight,M. Clark,Winnipeg,Sioux Falls,Omaha,Sioux Falls to Omaha,627,Dry,None,Standard,Traffic,External,13.5,13.8,15,On-Time,On-Time,On-Time,On-Time
4237,2024-12-06,2024,12,Dec,Q4,Weekday,RoadBull,M. Clark,Winnipeg,Sioux Falls,Kansas City,Sioux Falls to Kansas City,997,Dry,None,Standard,Inspection,External,21.6,22.8,70,Minor,Late,Late,At-Risk
2546,2024-12-06,2024,12,Dec,Q4,Weekday,SwiftLine,M. Clark,Des Moines,Fargo,Kansas City,Fargo to Kansas City,762,Dry,Snow,Strict,Breakdown,Driver,15.2,15.2,0,On-Time,On-Time,On-Time,On-Time
3317,2024-12-06,2024,12,Dec,Q4,Weekday,RoadBull,M. Clark,Fargo,Grand Forks,Omaha,Grand Forks to Omaha,287,Dry,Snow,Strict,Traffic,Carrier,6.1,6.1,0,On-Time,On-Time,On-Time,On-Time
3244,2024-12-06,2024,12,Dec,Q4,Weekday,RoadBull,J. Lee,Fargo,Minneapolis,Omaha,Minneapolis to Omaha,566,Flatbed,Snow,Standard,Traffic,Carrier,10.1,11.4,81,Minor,Late,Late,At-Risk
2393,2024-12-06,2024,12,Dec,Q4,Weekday,RoadBull,R. Davis,Minneapolis,Fargo,Winnipeg,Fargo to Winnipeg,616,Dry,None,Open,Dock Delay,Shipper/Receiver,12.7,13.3,38,Minor,On-Time,Late,On-Time
1734,2024-12-06,2024,12,Dec,Q4,Weekday,FastFreight,R. Davis,Fargo,Winnipeg,Chicago,Winnipeg to Chicago,511,Dry,Snow,Standard,Dock Delay,Shipper/Receiver,9.1,10.0,54,Minor,Late,Late,At-Risk
1693,2024-12-07,2024,12,Dec,Q4,Weekend,RoadBull,M. Clark,Minneapolis,Winnipeg,Minneapolis,Winnipeg to Minneapolis,770,Reefer,Snow,Strict,Dispatch/Planning,Carrier,13.9,14.2,21,On-Time,On-Time,Late,On-Time
302,2024-12-07,2024,12,Dec,Q4,Weekend,SwiftLine,J. Lee,Fargo,Winnipeg,Kansas City,Winnipeg to Kansas City,1050,Dry,Snow,Standard,Dock Delay,Shipper/Receiver,20.2,20.9,42,Minor,On-Time,Late,On-Time
2104,2024-12-07,2024,12,Dec,Q4,Weekend,FastFreight,J. Lee,Minneapolis,Sioux Falls,Omaha,Sioux Falls to Omaha,500,Dry,Snow,Standard,Weather,External,10.0,10.7,40,Minor,On-Time,Late,On-Time
3027,2024-12-07,2024,12,Dec,Q4,Weekend,NorthTrail,R. Davis,Minneapolis,Grand Forks,Minneapolis,Grand Forks to Minneapolis,280,Reefer,None,Open,Weather,External,6.1,9.4,201,Severe,Late,Late,Failure
453,2024-12-07,2024,12,Dec,Q4,Weekend,RoadBull,A. Smith,Fargo,Fargo,Minneapolis,Fargo to Minneapolis,942,Dry,Snow,Open,Dock Delay,Shipper/Receiver,18.0,18.5,28,On-Time,On-Time,Late,On-Time
403,2024-12-07,2024,12,Dec,Q4,Weekend,NorthTrail,A. Smith,Des Moines,Winnipeg,Kansas City,Winnipeg to Kansas City,1151,Flatbed,Snow,Strict,Traffic,Carrier,20.0,20.9,53,Minor,Late,Late,On-Time
4970,2024-12-07,2024,12,Dec,Q4,Weekend,SwiftLine,M. Clark,Winnipeg,Winnipeg,Chicago,Winnipeg to Chicago,1101,Dry,Snow,Open,Inspection,External,24.4,26.0,94,Moderate,Late,Late,At-Risk
1745,2024-12-07,2024,12,Dec,Q4,Weekend,FastFreight,M. Clark,Des Moines,Fargo,Minneapolis,Fargo to Minneapolis,515,Reefer,Rain,Strict,Weather,External,9.0,12.6,214,Severe,Late,Late,Failure
883,2024-12-07,2024,12,Dec,Q4,Weekend,NorthTrail,J. Lee,Fargo,Minneapolis,Kansas City,Minneapolis to Kansas City,957,Reefer,Snow,Open,Dock Delay,Shipper/Receiver,18.8,20.4,96,Moderate,Late,Late,At-Risk
992,2024-12-07,2024,12,Dec,Q4,Weekend,RoadBull,J. Lee,Des Moines,Fargo,Kansas City,Fargo to Kansas City,884,Dry,Snow,Standard,Traffic,Carrier,18.2,18.8,33,Minor,On-Time,Late,On-Time
3858,2024-12-07,2024,12,Dec,Q4,Weekend,NorthTrail,M. Clark,Des Moines,Minneapolis,Omaha,Minneapolis to Omaha,331,Flatbed,None,Strict,Hurricane Disruption,External,6.2,14.2,478,Severe,Late,Late,Failure
3721,2024-12-08,2024,12,Dec,Q4,Weekend,SwiftLine,J. Lee,Des Moines,Fargo,Omaha,Fargo to Omaha,219,Flatbed,Snow,Strict,Inspection,External,3.8,4.8,62,Minor,Late,Late,On-Time
2349,2024-12-08,2024,12,Dec,Q4,Weekend,SwiftLine,R. Davis,Winnipeg,Minneapolis,Kansas City,Minneapolis to Kansas City,273,Flatbed,Snow,Standard,Dock Delay,Shipper/Receiver,4.9,5.3,22,On-Time,On-Time,Late,On-Time
4693,2024-12-08,2024,12,Dec,Q4,Weekend,SwiftLine,R. Davis,Des Moines,Fargo,Winnipeg,Fargo to Winnipeg,1062,Reefer,None,Strict,Traffic,Carrier,20.4,21.1,40,Minor,On-Time,Late,On-Time
2422,2024-12-08,2024,12,Dec,Q4,Weekend,NorthTrail,A. Smith,Des Moines,Fargo,Chicago,Fargo to Chicago,528,Dry,None,Strict,Breakdown,Carrier,10.9,10.9,0,On-Time,On-Time,On-Time,On-Time
4717,2024-12-08,2024,12,Dec,Q4,Weekend,RoadBull,R. Davis,Fargo,Fargo,Kansas City,Fargo to Kansas City,958,Flatbed,Snow,Strict,Weather,External,16.6,18.6,117,Moderate,Late,Late,At-Risk
3610,2024-12-08,2024,12,Dec,Q4,Weekend,SwiftLine,J. Lee,Fargo,Grand Forks,Chicago,Grand Forks to Chicago,487,Flatbed,High Wind,Standard,Inspection,External,8.9,12.3,205,Severe,Late,Late,Failure
2716,2024-12-08,2024,12,Dec,Q4,Weekend,NorthTrail,A. Smith,Winnipeg,Fargo,Chicago,Fargo to Chicago,1070,Reefer,None,Strict,Dock Delay,Shipper/Receiver,19.8,20.1,20,On-Time,On-Time,Late,On-Time
2541,2024-12-08,2024,12,Dec,Q4,Weekend,FastFreight,A. Smith,Winnipeg,Sioux Falls,Minneapolis,Sioux Falls to Minneapolis,989,Flatbed,Snow,Strict,Weather,External,16.5,17.2,42,Minor,On-Time,Late,On-Time
3032,2024-12-08,2024,12,Dec,Q4,Weekend,NorthTrail,J. Lee,Fargo,Minneapolis,Winnipeg,Minneapolis to Winnipeg,653,Flatbed,Snow,Standard,Dock Delay,Shipper/Receiver,11.0,11.5,31,Minor,On-Time,Late,On-Time
4679,2024-12-08,2024,12,Dec,Q4,Weekend,RoadBull,R. Davis,Fargo,Minneapolis,Chicago,Minneapolis to Chicago,237,Reefer,None,Strict,Breakdown,Driver,4.2,5.0,51,Minor,Late,Late,On-Time
1588,2024-12-08,2024,12,Dec,Q4,Weekend,NorthTrail,M. Clark,Winnipeg,Grand Forks,Omaha,Grand Forks to Omaha,426,Dry,None,Strict,Traffic,External,8.2,8.5,16,On-Time,On-Time,Late,On-Time
79,2024-12-09,2024,12,Dec,Q4,Weekday,RoadBull,M. Clark,Des Moines,Winnipeg,Kansas City,Winnipeg to Kansas City,387,Reefer,None,Strict,Dock Delay,Shipper/Receiver,7.2,8.0,45,Minor,On-Time,Late,On-Time
4736,2024-12-09,2024,12,Dec,Q4,Weekday,SwiftLine,M. Clark,Winnipeg,Grand Forks,Winnipeg,Grand Forks to Winnipeg,1100,Dry,Rain,Standard,Dock Delay,Shipper/Receiver,19.7,20.3,34,Minor,On-Time,Late,On-Time
1331,2024-12-09,2024,12,Dec,Q4,Weekday,FastFreight,R. Davis,Fargo,Winnipeg,Chicago,Winnipeg to Chicago,966,Dry,Snow,Open,Winter Storm Closure,External,18.3,28.4,603,Severe,Late,Late,Failure
2161,2024-12-09,2024,12,Dec,Q4,Weekday,RoadBull,R. Davis,Fargo,Winnipeg,Chicago,Winnipeg to Chicago,991,Dry,Snow,Strict,Inspection,External,21.7,24.2,153,Moderate,Late,Late,Failure
4353,2024-12-09,2024,12,Dec,Q4,Weekday,NorthTrail,A. Smith,Des Moines,Fargo,Kansas City,Fargo to Kansas City,1080,Reefer,Rain,Strict,Weather,External,21.2,21.8,39,Minor,On-Time,Late,On-Time
1143,2024-12-09,2024,12,Dec,Q4,Weekday,RoadBull,J. Lee,Des Moines,Minneapolis,Winnipeg,Minneapolis to Winnipeg,777,Dry,Snow,Standard,Traffic,Carrier,15.3,15.3,0,On-Time,On-Time,On-Time,On-Time
1135,2024-12-09,2024,12,Dec,Q4,Weekday,NorthTrail,M. Clark,Des Moines,Winnipeg,Omaha,Winnipeg to Omaha,482,Reefer,None,Standard,Dispatch/Planning,Carrier,8.7,10.5,107,Moderate,Late,Late,Failure
2398,2024-12-09,2024,12,Dec,Q4,Weekday,FastFreight,R. Davis,Minneapolis,Winnipeg,Omaha,Winnipeg to Omaha,941,Dry,Rain,Standard,Dock Delay,Shipper/Receiver,17.4,18.6,75,Minor,Late,Late,At-Risk
1563,2024-12-09,2024,12,Dec,Q4,Weekday,RoadBull,M. Clark,Des Moines,Winnipeg,Minneapolis,Winnipeg to Minneapolis,1119,Flatbed,Snow,Open,Weather,External,23.0,24.2,73,Minor,Late,Late,On-Time
17,2024-12-09,2024,12,Dec,Q4,Weekday,SwiftLine,A. Smith,Fargo,Grand Forks,Minneapolis,Grand Forks to Minneapolis,347,Dry,Rain,Standard,Traffic,Carrier,7.3,7.6,17,On-Time,On-Time,Late,On-Time
2507,2024-12-09,2024,12,Dec,Q4,Weekday,SwiftLine,J. Lee,Winnipeg,Winnipeg,Minneapolis,Winnipeg to Minneapolis,1071,Dry,None,Strict,Weather,External,20.7,20.9,15,On-Time,On-Time,On-Time,On-Time
3185,2024-12-10,2024,12,Dec,Q4,Weekday,NorthTrail,R. Davis,Des Moines,Fargo,Minneapolis,Fargo to Minneapolis,608,Dry,Snow,Standard,Traffic,Carrier,10.5,10.9,24,On-Time,On-Time,Late,On-Time
1801,2024-12-10,2024,12,Dec,Q4,Weekday,SwiftLine,J. Lee,Fargo,Minneapolis,Kansas City,Minneapolis to Kansas City,868,Dry,Rain,Standard,Weather,External,14.8,15.9,63,Minor,Late,Late,At-Risk
4611,2024-12-10,2024,12,Dec,Q4,Weekday,NorthTrail,J. Lee,Des Moines,Minneapolis,Winnipeg,Minneapolis to Winnipeg,808,Dry,Snow,Standard,Traffic,External,15.5,16.4,57,Minor,Late,Late,At-Risk
1215,2024-12-10,2024,12,Dec,Q4,Weekday,RoadBull,M. Clark,Winnipeg,Minneapolis,Omaha,Minneapolis to Omaha,1009,Dry,Snow,Standard,Dock Delay,Shipper/Receiver,20.9,24.5,218,Severe,Late,Late,Failure
3790,2024-12-10,2024,12,Dec,Q4,Weekday,SwiftLine,M. Clark,Fargo,Sioux Falls,Chicago,Sioux Falls to Chicago,473,Flatbed,None,Strict,Breakdown,Carrier,10.2,10.2,0,On-Time,On-Time,On-Time,On-Time
4756,2024-12-10,2024,12,Dec,Q4,Weekday,SwiftLine,J. Lee,Des Moines,Grand Forks,Kansas City,Grand Forks to Kansas City,1008,Dry,Rain,Open,Traffic,Driver,17.9,18.3,27,On-Time,On-Time,Late,On-Time
4745,2024-12-10,2024,12,Dec,Q4,Weekday,FastFreight,J. Lee,Des Moines,Sioux Falls,Chicago,Sioux Falls to Chicago,882,Dry,None,Standard,Inspection,External,19.5,20.9,81,Minor,Late,Late,At-Risk
1963,2024-12-10,2024,12,Dec,Q4,Weekday,RoadBull,A. Smith,Minneapolis,Fargo,Minneapolis,Fargo to Minneapolis,524,Dry,Snow,Strict,Inspection,External,10.5,11.1,36,Minor,On-Time,Late,On-Time
3756,2024-12-10,2024,12,Dec,Q4,Weekday,FastFreight,M. Clark,Minneapolis,Winnipeg,Minneapolis,Winnipeg to Minneapolis,670,Dry,Rain,Open,Traffic,External,13.3,13.8,31,Minor,On-Time,Late,On-Time
1539,2024-12-10,2024,12,Dec,Q4,Weekday,RoadBull,R. Davis,Winnipeg,Grand Forks,Chicago,Grand Forks to Chicago,676,Dry,Snow,Standard,Dock Delay,Shipper/Receiver,12.2,13.7,91,Moderate,Late,Late,At-Risk
1614,2024-12-10,2024,12,Dec,Q4,Weekday,RoadBull,M. Clark,Minneapolis,Sioux Falls,Chicago,Sioux Falls to Chicago,302,Reefer,High Wind,Standard,Traffic,Carrier,6.2,8.0,105,Moderate,Late,Late,At-Risk
3959,2024-12-10,2024,12,Dec,Q4,Weekday,NorthTrail,J. Lee,Minneapolis,Grand Forks,Minneapolis,Grand Forks to Minneapolis,1072,Reefer,None,Open,Weather,External,23.7,25.7,119,Moderate,Late,Late,At-Risk
180,2024-12-11,2024,12,Dec,Q4,Weekday,NorthTrail,A. Smith,Des Moines,Sioux Falls,Winnipeg,Sioux Falls to Winnipeg,619,Dry,High Wind,Strict,Dock Delay,Shipper/Receiver,13.7,15.0,78,Minor,Late,Late,On-Time
633,2024-12-11,2024,12,Dec,Q4,Weekday,NorthTrail,R. Davis,Minneapolis,Sioux Falls,Chicago,Sioux Falls to Chicago,510,Flatbed,Snow,Standard,Dock Delay,Shipper/Receiver,9.2,9.9,42,Minor,On-Time,Late,On-Time
847,2024-12-11,2024,12,Dec,Q4,Weekday,NorthTrail,R. Davis,Des Moines,Winnipeg,Minneapolis,Winnipeg to Minneapolis,922,Dry,Snow,Strict,Weather,External,16.7,17.3,38,Minor,On-Time,Late,On-Time
192,2024-12-11,2024,12,Dec,Q4,Weekday,RoadBull,M. Clark,Minneapolis,Minneapolis,Winnipeg,Minneapolis to Winnipeg,907,Dry,None,Strict,Dock Delay,Shipper/Receiver,18.7,19.4,41,Minor,On-Time,Late,On-Time
44,2024-12-11,2024,12,Dec,Q4,Weekday,NorthTrail,M. Clark,Minneapolis,Sioux Falls,Winnipeg,Sioux Falls to Winnipeg,808,Dry,Snow,Strict,Dock Delay,Shipper/Receiver,15.1,15.1,0,On-Time,On-Time,On-Time,On-Time
826,2024-12-11,2024,12,Dec,Q4,Weekday,NorthTrail,J. Lee,Winnipeg,Sioux Falls,Chicago,Sioux Falls to Chicago,943,Dry,None,Standard,Weather,External,17.1,18.2,68,Minor,Late,Late,At-Risk
318,2024-12-11,2024,12,Dec,Q4,Weekday,NorthTrail,A. Smith,Des Moines,Minneapolis,Kansas City,Minneapolis to Kansas City,811,Dry,None,Strict,Hurricane Disruption,External,14.5,36.2,1304,Severe,Late,Late,Failure
4709,2024-12-12,2024,12,Dec,Q4,Weekday,FastFreight,M. Clark,Fargo,Winnipeg,Kansas City,Winnipeg to Kansas City,1168,Dry,Rain,Standard,Dock Delay,Shipper/Receiver,23.0,26.5,211,Severe,Late,Late,Failure
4708,2024-12-12,2024,12,Dec,Q4,Weekday,RoadBull,R. Davis,Minneapolis,Grand Forks,Chicago,Grand Forks to Chicago,981,Dry,None,Standard,Dispatch/Planning,Carrier,19.1,19.8,44,Minor,On-Time,Late,On-Time
2371,2024-12-12,2024,12,Dec,Q4,Weekday,RoadBull,M. Clark,Minneapolis,Fargo,Chicago,Fargo to Chicago,524,Dry,Rain,Strict,Dock Delay,Shipper/Receiver,11.1,12.9,108,Moderate,Late,Late,At-Risk
4941,2024-12-12,2024,12,Dec,Q4,Weekday,NorthTrail,M. Clark,Fargo,Grand Forks,Kansas City,Grand Forks to Kansas City,236,Dry,None,Strict,Traffic,Carrier,5.0,5.0,0,On-Time,On-Time,On-Time,On-Time
